,S#,SNAME,SEX,BDATE,HEIGHT,DORM
1524,03014725,黄淑淇,男,2004/6/11,1.8,西6舍324
1525,03059641,钟萍,女,2002/10/16,1.66,东15舍640
1526,05043131,王承逸,女,2003/5/16,1.54,东15舍640
1527,08065015,许婧婕,男,2002/2/19,1.77,西6舍324
1528,05055494,胡轲,女,2001/6/16,1.66,西10舍322
1529,02029721,殷仁豪,女,2003/12/27,1.51,西10舍322
1530,08017510,张俊以,男,2002/11/11,1.72,西6舍324
1531,07071485,刘梦楠,女,2003/8/18,1.54,西10舍322
1532,08017013,赖晶,女,2004/8/31,1.62,西10舍322
1533,08027863,刘学晔,男,2005/9/8,1.82,西6舍324
1534,02076686,张婷,女,2004/1/17,1.72,东29舍718
1535,08086625,杨爽,男,2001/12/3,1.71,西17舍535
1536,03071311,张伊帆,女,2003/2/4,1.5,东29舍718
1537,03015369,袁子敬,女,2005/12/15,1.69,东29舍718
1538,06039679,张晓雅,女,2001/4/17,1.48,东29舍718
1539,08099959,杨子妮,男,2004/1/24,1.8,西17舍535
1540,04060080,宗梦洁,男,2004/12/30,1.68,西17舍535
1541,08060366,钟永海,女,2005/1/4,1.63,西11舍621
1542,09065770,王步轩,男,2003/1/26,1.68,西17舍535
1543,06058129,王丹妮,女,2001/11/14,1.55,西11舍621
1544,09036922,何承枰,女,2005/10/22,1.62,西11舍621
1545,02021622,朱佳仪,女,2005/12/28,1.49,西11舍621
1546,06037563,胡啸,女,2003/2/21,1.75,西22舍723
1547,06073499,刘文倩,男,2005/6/29,1.75,东3舍725
1548,04014326,张智慧,男,2002/5/17,1.76,东3舍725
1549,04024171,章恺,男,2001/12/1,1.63,东3舍725
1550,08083193,汪谚丹,男,2003/12/17,1.89,东3舍725
1551,07065364,刘福金,男,2001/1/16,1.63,西25舍317
1552,06047842,聂志洁,男,2003/12/2,1.75,西25舍317
1553,04083939,邓梓豪,女,2005/6/9,1.59,西22舍723
1554,04055051,林秋良,男,2003/4/16,1.81,西25舍317
1555,08071487,陈俊杰,女,2001/2/17,1.55,西22舍723
1556,04033513,郭林涛,男,2002/7/30,1.93,西25舍317
1557,06010379,谢伟,女,2002/1/30,1.75,西22舍723
1558,01079077,徐鹏,男,2001/5/15,1.69,西9舍723
1559,07049712,赖艳林,男,2002/3/20,1.77,西9舍723
1560,06075345,张大钊,女,2003/1/17,1.5,东29舍325
1561,05049538,朱远超,女,2003/3/14,1.62,东29舍325
1562,02015517,李毅,女,2001/5/30,1.61,东29舍325
1563,03039994,顾永鹏,女,2004/7/10,1.59,东29舍325
1564,01057751,陈逸,男,2005/4/18,1.8,西9舍723
1565,04096643,张婉悦,男,2002/3/13,1.65,西9舍723
1566,02037272,王志,女,2002/11/17,1.64,西8舍724
1567,07082678,黄燕文,女,2001/4/29,1.57,西8舍724
1568,04054634,陈浩然,男,2004/5/30,1.87,东6舍327
1569,02051278,黎艳艳,女,2003/6/18,1.56,西8舍724
1570,05048318,周洲,男,2004/12/18,1.84,东6舍327
1571,08020815,刘雨欣,男,2002/6/6,1.68,东6舍327
1572,06056427,陈古月,女,2003/3/8,1.65,西8舍724
1573,02027746,傅紫怡,男,2005/5/21,1.68,东6舍327
1574,04064542,吕汶鸿,女,2003/8/1,1.71,东15舍323
1575,01056059,章程,男,2002/12/7,1.64,西21舍429
1576,08088169,侯宁一,男,2001/1/20,1.72,西21舍429
1577,01054717,张立翔,男,2002/6/10,1.79,西21舍429
1578,07023293,吴东琦,女,2004/4/14,1.73,东15舍323
1579,06011304,严紫涵,女,2002/4/21,1.84,东15舍323
1580,05030207,周纪晨,男,2001/1/8,1.75,西21舍429
1581,08036932,陈力超,男,2004/10/31,1.7,西21舍626
1582,03059587,刘亚男,女,2002/3/29,1.58,东15舍323
1583,09048801,郭俊,男,2002/6/1,1.66,西21舍626
1584,01098030,邹永辉,女,2001/12/24,1.66,西30舍514
1585,07093952,欧阳沣,女,2003/8/6,1.76,西30舍514
1586,04077173,廖子豪,女,2005/12/5,1.64,西30舍514
1587,07076805,于尚灵,女,2001/4/23,1.76,西30舍514
1588,03099450,燕思萱,男,2002/5/5,1.77,西21舍626
1589,03048484,周仕和,女,2005/4/6,1.77,东2舍519
1590,06037271,刘若英,男,2002/8/6,1.81,西21舍626
1591,07059971,曾春欢,女,2004/2/8,1.63,东2舍519
1592,07063030,刘友梅,女,2004/2/11,1.6,东2舍519
1593,03088052,何家豪,女,2002/12/25,1.63,东2舍519
1594,01027009,娄原铮,男,2004/8/2,1.66,东20舍333
1595,02087306,万宇,女,2001/9/23,1.6,西15舍222
1596,06049479,方静,女,2004/4/13,1.53,西15舍222
1597,07069253,魏诗慧,女,2004/8/19,1.83,西15舍222
1598,01048572,胡意凡,男,2002/3/19,1.69,东20舍333
1599,06050389,乐小熙,男,2001/7/31,1.8,东20舍333
1600,04061503,何嘉煜,女,2001/11/19,1.7,西15舍222
1601,01076583,万星贝,男,2002/3/30,1.76,东20舍333
1602,03073277,程思璐,男,2001/1/7,1.84,东23舍217
1603,07016131,梅语轩,男,2002/9/20,1.65,东23舍217
1604,01045811,钟文燕,女,2003/6/26,1.55,东15舍715
1605,01094064,王丹,女,2004/6/9,1.59,东15舍715
1606,06084522,韩贞,男,2004/5/7,1.59,东23舍217
1607,08089665,周卓彤,男,2005/8/30,1.82,东23舍217
1608,03026168,曾倩,女,2004/8/9,1.67,东15舍715
1609,05078621,陈亚京,男,2005/11/27,1.76,西13舍237
1610,01062158,叶万立,女,2004/6/10,1.64,东15舍715
1611,06029644,刘景涛,男,2005/8/11,1.78,西13舍237
1612,09078184,沈聪昊,男,2002/8/13,1.69,西13舍237
1613,04097340,王国宏,男,2002/3/17,1.75,西13舍237
1614,03097653,房诗怡,男,2001/7/15,1.77,西14舍617
1615,02028329,郑桐桐,女,2001/3/7,1.68,东11舍302
1616,02027202,王喜,女,2005/9/29,1.75,东11舍302
1617,04032626,沈子皓,女,2005/4/25,1.67,东11舍302
1618,08091002,吴雨珍,男,2003/9/30,1.84,西14舍617
1619,08026219,许文涛,男,2002/7/12,1.7,西14舍617
1620,03033183,朱英健,女,2002/12/15,1.53,东11舍302
1621,06071090,薛云舒,女,2002/11/14,1.63,东8舍727
1622,09032260,原伟哲,女,2005/7/17,1.63,东8舍727
1623,03070813,李尚阳,女,2002/2/26,1.67,东8舍727
1624,08033060,李隆浩,男,2004/12/15,1.68,西14舍617
1625,06032484,岳子皓,男,2002/5/17,1.73,东12舍224
1626,05013691,左佳,女,2004/5/31,1.75,东8舍727
1627,06063023,李孟晨,女,2005/10/28,1.81,东26舍620
1628,09078576,陈涛,女,2001/6/24,1.66,东26舍620
1629,02077063,路彤,男,2002/2/25,1.68,东12舍224
1630,02022364,王鹤谚,女,2005/5/24,1.62,东26舍620
1631,05038463,黄佳怡,女,2004/12/1,1.67,东26舍620
1632,07091620,沈元帅,男,2005/12/6,1.7,东12舍224
1633,06016378,彭紫瑜,男,2003/6/6,1.73,东12舍224
1634,06027715,徐昊,男,2002/2/4,1.63,西4舍605
1635,08065716,李德涵,男,2005/12/7,1.69,西4舍605
1636,01047746,王钰妍,男,2003/10/30,1.79,西4舍605
1637,05018671,徐鑫,女,2005/4/14,1.58,西16舍515
1638,04031573,黄友高,男,2001/8/20,1.73,西4舍605
1639,03062948,崔芷若,女,2003/4/7,1.65,西16舍515
1640,03080830,张磊,男,2001/7/27,1.79,西2舍410
1641,08088920,冉芸飞,男,2003/2/5,1.79,西2舍410
1642,07017903,姚佳颖,男,2001/12/23,1.77,西2舍410
1643,06047992,闫馨月,女,2005/2/8,1.64,西16舍515
1644,03082034,赵宁,男,2003/9/4,1.67,西2舍410
1645,09024492,娄慧雯,男,2002/12/24,1.89,西6舍636
1646,05061936,安瑞璐,男,2003/1/28,1.72,西6舍636
1647,04043179,王奇,男,2001/1/1,1.71,西6舍636
1648,08093383,金瑛睿,男,2004/5/10,1.7,西6舍636
1649,09094568,卫笑,女,2002/10/24,1.56,西16舍515
1650,04032619,李凌飞,女,2002/3/25,1.64,西10舍718
1651,06068810,王仟怡,男,2002/7/13,1.79,西25舍213
1652,07023831,张妍,女,2003/11/5,1.53,西10舍718
1653,02053829,相荣雨,男,2001/10/24,1.71,西25舍213
1654,06028792,王明乾,女,2003/9/6,1.69,西10舍718
1655,03075181,庄清清,女,2004/8/2,1.65,西10舍718
1656,05011766,姚慧敏,女,2004/8/9,1.72,东1舍722
1657,06063462,马建怡,男,2005/6/24,1.66,西25舍213
1658,04097672,黄舒琪,男,2003/12/4,1.78,西25舍213
1659,03029892,曹菁菁,男,2003/2/11,1.72,西5舍523
1660,08064325,杨超,男,2002/7/13,1.75,西5舍523
1661,06054180,李晓婵,女,2005/4/30,1.64,东1舍722
1662,08034009,孙莹莹,女,2003/2/8,1.68,东1舍722
1663,03096197,陈俊宇,女,2002/1/26,1.58,东1舍722
1664,01018827,王亚涛,男,2002/5/17,1.85,西5舍523
1665,06056056,张源龙,女,2001/6/19,1.76,东11舍603
1666,04016546,刘洪卓,男,2003/4/26,1.72,西5舍523
1667,03066822,于万润,女,2002/10/9,1.58,东11舍603
1668,05076218,李开颜,男,2002/9/18,1.77,西25舍634
1669,03046700,彭小玟,女,2005/8/26,1.61,东11舍603
1670,06077099,赵庆奥,男,2004/2/13,1.83,西25舍634
1671,06050724,李林致,男,2004/5/17,1.84,西25舍634
1672,03073718,刘伟鑫,女,2003/12/14,1.7,东11舍603
1673,09031837,朱耿硕,女,2005/1/20,1.7,西12舍717
1674,05019144,任士敬,女,2005/7/27,1.67,西12舍717
1675,02023982,王硕,女,2004/4/1,1.76,西12舍717
1676,04030367,郭兴辰,男,2002/4/29,1.84,西25舍634
1677,09035425,姜振宇,男,2005/1/3,1.63,西4舍539
1678,08042325,蔡苏亚,女,2005/7/16,1.68,西12舍717
1679,06069759,李国良,女,2001/12/1,1.67,西28舍725
1680,09073950,李芷茜,男,2003/3/13,1.76,西4舍539
1681,08026256,段倩倩,女,2003/5/6,1.64,西28舍725
1682,03069335,李志伟,男,2005/10/18,1.64,西4舍539
1683,01018451,孔雯,女,2001/5/24,1.61,西28舍725
1684,06048022,李照政,男,2005/12/21,1.73,西4舍539
1685,04059552,杨奉川,女,2002/11/28,1.61,西28舍725
1686,02046482,张冬,女,2001/2/11,1.64,东5舍322
1687,04075209,杨文欣,女,2004/8/15,1.71,东5舍322
1688,03041261,尹梦,男,2004/2/24,1.78,西21舍513
1689,07027161,胡立滨,男,2001/8/6,1.72,西21舍513
1690,02097673,张徳慷,女,2005/1/6,1.58,东5舍322
1691,07096709,陈婕,男,2002/9/18,1.65,西21舍513
1692,08054297,董雨洲,男,2003/1/28,1.69,西21舍513
1693,03067549,张玉萍,男,2001/10/20,1.75,西21舍734
1694,06057090,潘骅,男,2004/7/15,1.73,西21舍734
1695,09097138,赵大卫,男,2001/12/16,1.58,西21舍734
1696,07095912,曹子豪,女,2001/6/7,1.59,东5舍322
1697,05042824,石欣彤,男,2003/5/20,1.73,西21舍734
1698,05041293,王顺宇,女,2005/2/7,1.54,西3舍728
1699,05044342,吕红倩,男,2003/3/27,1.79,西1舍504
1700,02047274,苏兆兴,女,2002/8/13,1.72,西3舍728
1701,08047969,苏迪,女,2001/12/31,1.62,西3舍728
1702,03063065,刘洁,女,2003/3/11,1.55,西3舍728
1703,03098586,王建翔,女,2005/3/11,1.57,西29舍513
1704,07075852,宋双骐,女,2003/2/24,1.67,西29舍513
1705,03037503,李俊峰,女,2002/7/8,1.79,西29舍513
1706,03072147,王乃源,男,2005/8/29,1.66,西1舍504
1707,02066308,邵玉玺,男,2001/6/19,1.6,西1舍504
1708,04095585,葛传智,男,2003/1/15,1.69,西1舍504
1709,06078776,徐泽重,男,2001/1/29,1.8,西19舍604
1710,09074985,刘文海,女,2001/6/7,1.64,西29舍513
1711,05099410,何金浩,女,2005/8/28,1.71,西26舍635
1712,05046607,毕立原,女,2004/8/19,1.62,西26舍635
1713,05040332,姚喜龙,女,2004/4/23,1.7,西26舍635
1714,08032456,唐思展,男,2003/3/1,1.76,西19舍604
1715,08038064,孔慧,男,2004/7/23,1.71,西19舍604
1716,06062150,宋雪,男,2003/3/5,1.83,西19舍604
1717,03047456,黄训良,女,2001/5/7,1.53,西26舍635
1718,07072805,陆筠桉,女,2002/4/27,1.59,西15舍733
1719,03041084,刘奥圆,女,2001/10/19,1.44,西15舍733
1720,02043852,张凯翔,男,2003/10/11,1.76,西17舍217
1721,08076153,颜月,女,2001/9/27,1.63,西15舍733
1722,03035674,孙婷婷,男,2005/11/25,1.54,西17舍217
1723,02062320,郑超,男,2001/8/13,1.59,西17舍217
1724,02077435,杨杰,女,2003/4/6,1.63,西15舍733
1725,06044935,席福海,男,2005/1/7,1.71,西17舍217
1726,03011831,刘铭晓凡,男,2001/12/15,1.85,西19舍404
1727,05097408,张江涛,男,2001/10/3,1.72,西19舍404
1728,07079019,张劭玮,男,2001/4/25,1.72,西19舍404
1729,05084912,郑建,男,2001/4/8,1.83,西19舍404
1730,08014488,任意飞,女,2003/2/7,1.62,东8舍605
1731,08084647,张汝阳,男,2003/12/9,1.77,东7舍329
1732,06036189,潘晓迪,女,2005/11/26,1.49,东8舍605
1733,04083974,王泓,女,2004/6/14,1.69,东8舍605
1734,06096061,刘洋,男,2001/7/8,1.83,东7舍329
1735,06010744,李嘉潞,女,2002/7/4,1.59,东8舍605
1736,07042372,刘力,男,2002/4/14,1.66,东7舍329
1737,08083206,郑怡婷,女,2004/11/16,1.6,东10舍238
1738,05075836,孙郅祺,男,2004/10/27,1.63,东7舍329
1739,02028213,冯健齐,男,2001/8/30,1.72,东7舍323
1740,04080218,崔玉卓,女,2005/6/4,1.65,东10舍238
1741,09054712,林昱文,男,2003/4/15,1.83,东7舍323
1742,07068136,冯玖鑫,女,2005/1/24,1.73,东10舍238
1743,03085685,牛毅群,女,2001/10/18,1.68,东10舍238
1744,05086665,王嘉伟,男,2001/6/20,1.73,东7舍323
1745,06025621,肖宏宇,男,2003/10/2,1.73,东7舍323
1746,02036205,凌琛,女,2001/1/25,1.66,东11舍704
1747,05020091,王彧倩,女,2001/1/11,1.63,东11舍704
1748,01049067,周永丰,女,2003/5/24,1.59,东11舍704
1749,05078447,郑传奇,男,2002/12/10,1.75,东20舍219
1750,03049512,赵江雨,女,2003/7/6,1.59,东11舍704
1751,06053971,葛容宇,男,2001/1/24,1.69,东20舍219
1752,01063532,王思涵,女,2002/4/25,1.52,东11舍219
1753,04077579,马然,男,2002/4/7,1.87,东20舍219
1754,08046342,郭雅欣,男,2003/12/29,1.79,东20舍219
1755,04025044,姚景宁,女,2001/8/28,1.59,东11舍219
1756,07072912,方培,男,2005/7/12,1.87,东24舍204
1757,04073341,胡新为,女,2005/1/13,1.6,东11舍219
1758,03054522,郭凯,女,2005/7/10,1.67,东11舍219
1759,03026628,王一磊,男,2002/8/18,1.83,东24舍204
1760,01069028,王泽栋,男,2001/5/24,1.85,东24舍204
1761,05057193,谭群垚,女,2003/2/15,1.7,东11舍317
1762,02053891,代明瞳,女,2001/9/8,1.51,东11舍317
1763,04092121,徐敏昊,女,2002/4/17,1.71,东11舍317
1764,02092719,黄胤凯,男,2001/9/2,1.76,东24舍204
1765,06072863,滕翡,男,2004/4/10,1.69,东20舍635
1766,03036650,许健源,男,2003/3/7,1.7,东20舍635
1767,04017963,赵羚杰,女,2002/10/17,1.64,东11舍317
1768,02089668,夏日欣,男,2004/12/10,1.79,东20舍635
1769,06027638,张天浩,男,2005/7/17,1.79,东20舍635
1770,08035047,何砾杰,女,2004/2/24,1.62,西3舍328
1771,01086394,张鹏飞,女,2002/11/22,1.65,西3舍328
1772,01046867,周婉芸,女,2002/6/27,1.62,西3舍328
1773,04030543,孔思齐,女,2004/5/9,1.59,西3舍328
1774,04059586,王翔宇,女,2005/11/4,1.61,东29舍738
1775,04020110,周梓博,男,2003/4/30,1.69,东24舍334
1776,03011057,李容融,男,2004/8/24,1.76,东24舍334
1777,06026223,张振,男,2002/11/30,1.65,东24舍334
1778,08074241,陈志豪,男,2002/8/28,1.73,东24舍334
1779,06046806,王和霄,男,2003/2/16,1.7,西27舍215
1780,02044187,张硕,女,2004/10/24,1.58,东29舍738
1781,08021649,段旺昊,女,2004/5/23,1.6,东29舍738
1782,09098684,杨博,女,2002/8/21,1.55,东29舍738
1783,06023103,张毅,男,2005/6/10,1.85,西27舍215
1784,05029088,卢方正,男,2005/1/3,1.8,西27舍215
1785,01099040,宋琪琪,女,2001/12/1,1.77,西22舍710
1786,08048202,杨现辉,男,2002/6/21,1.87,西27舍215
1787,07034600,范俊杰,女,2004/3/28,1.55,西22舍710
1788,09096368,朱云龙,男,2003/5/30,1.74,西9舍610
1789,01013598,王庆,男,2005/11/12,1.85,西9舍610
1790,04065000,高鹏,男,2003/4/20,1.85,西9舍610
1791,03081453,刘振坤,女,2005/3/15,1.59,西22舍710
1792,05036077,王励珂,男,2003/2/18,1.77,西9舍610
1793,06075157,刘海顺,女,2001/5/22,1.69,西22舍710
1794,09072609,张金龙,女,2001/11/29,1.62,东5舍724
1795,05070207,崔津玚,男,2003/2/24,1.69,西4舍318
1796,05075268,王天祥,女,2003/3/5,1.6,东5舍724
1797,09087678,陈玉祥,男,2002/11/28,1.65,西4舍318
1798,06090556,冯斌元,女,2002/9/23,1.54,东5舍724
1799,05077634,丁玉盼,女,2001/10/23,1.71,东5舍724
1800,03063808,张玉玺,男,2005/10/9,1.72,西4舍318
1801,03096619,唐辉国,男,2001/11/18,1.8,西4舍318
1802,03023154,李锋,男,2004/7/15,1.87,西21舍405
1803,04076601,孔令岑,男,2003/6/11,1.73,西21舍405
1804,03031383,王秉晗,男,2005/2/17,1.78,西21舍405
1805,08058741,李翔龙,男,2004/2/27,1.68,西21舍405
1806,07032526,葛凯洁,女,2005/6/16,1.65,东14舍330
1807,04044827,张宗贤,男,2003/3/19,1.69,西27舍715
1808,04099186,赵梦瑶,女,2002/2/23,1.61,东14舍330
1809,07027627,李雪彤,女,2005/10/20,1.54,东14舍330
1810,04027965,许双双,男,2004/7/26,1.75,西27舍715
1811,04084929,陈龙,男,2001/2/20,1.81,西27舍715
1812,09010534,李希昌,男,2003/6/16,1.81,西27舍715
1813,06017457,李悦,男,2004/12/14,1.56,东20舍336
1814,02041600,潘梦洋,男,2004/10/15,1.57,东20舍336
1815,08091580,刘金梦,男,2004/9/28,1.73,东20舍336
1816,04062538,王雪峰,男,2005/4/18,1.65,东20舍336
1817,03048113,夏可欣,女,2002/9/6,1.71,东14舍330
1818,09031737,徐帆,女,2001/9/17,1.51,西30舍503
1819,03065880,夏秋艳,女,2002/7/10,1.6,西30舍503
1820,06097671,谢慧倩,女,2003/2/26,1.56,西30舍503
1821,07010894,李明妍,男,2004/12/7,1.58,东18舍530
1822,02072035,毛睿,女,2003/11/10,1.62,西30舍503
1823,07034222,熊淑贤,女,2002/9/2,1.63,东5舍520
1824,05097040,宋曙光,女,2005/7/22,1.71,东5舍520
1825,09015898,程恩浩,男,2005/6/12,1.78,东18舍530
1826,04097440,梁文静,女,2005/8/19,1.65,东5舍520
1827,01033441,宋丹丹,男,2003/4/8,1.71,东18舍530
1828,09026997,孙晓雪,男,2001/2/10,1.72,东18舍530
1829,07017327,刘逸鹤,女,2002/2/23,1.69,东5舍520
1830,09078105,李家豪,男,2001/12/13,1.77,西19舍439
1831,06042446,李东昱,女,2005/9/19,1.63,东11舍205
1832,03056322,侯端涛,男,2002/3/18,1.59,西19舍439
1833,07048975,陈方浙,女,2004/6/12,1.61,东11舍205
1834,03030499,吴林玮,女,2002/10/28,1.68,东11舍205
1835,03096725,陈逸飞,女,2005/10/17,1.64,东11舍205
1836,01098535,封昌利,女,2001/2/8,1.54,东22舍721
1837,06045075,黄晶亮,女,2002/12/30,1.61,东22舍721
1838,02037173,刘冠初,女,2003/3/17,1.62,东22舍721
1839,01075799,关佳怡,女,2003/3/23,1.54,东22舍721
1840,05040757,李元辰,女,2002/4/28,1.76,西12舍702
1841,07013320,刘孟哲,男,2002/12/6,1.8,西19舍439
1842,02068289,周子涵,男,2001/9/3,1.73,西19舍439
1843,07053832,赵哲,女,2005/9/19,1.6,西12舍702
1844,06047744,宋世杰,男,2003/9/27,1.73,西5舍510
1845,01045195,陶世杰,女,2004/2/26,1.6,西12舍702
1846,09019166,刘雪莹,女,2002/3/5,1.63,西12舍702
1847,02055224,涂竞方,女,2002/3/29,1.64,西10舍740
1848,08011552,陆鑫,男,2002/5/7,1.83,西5舍510
1849,07012301,程元壮,男,2002/4/8,1.71,西5舍510
1850,07098544,杨霞,男,2001/4/2,1.91,西5舍510
1851,06022224,张佳,男,2003/12/2,1.68,东23舍512
1852,09020257,罗继泽,女,2004/10/6,1.61,西10舍740
1853,05086593,李梦圆,男,2004/6/25,1.73,东23舍512
1854,06056175,马亚婷,男,2004/5/3,1.66,东23舍512
1855,09084892,王媛,女,2005/3/4,1.73,西10舍740
1856,03015594,李婉静,男,2001/6/3,1.81,东23舍512
1857,05026461,刘新雨,男,2004/2/21,1.77,西9舍711
1858,05051513,孟祥萍,男,2002/10/20,1.76,西9舍711
1859,08030146,任文华,男,2002/8/31,1.65,西9舍711
1860,09058502,陈晴,女,2002/6/27,1.69,西10舍740
1861,07068381,徐子琦,男,2002/9/5,1.87,西9舍711
1862,03012292,唐兵兵,男,2004/3/30,1.82,西5舍535
1863,02033737,王晨旭,男,2003/6/26,1.7,西5舍535
1864,05060384,郭荣荣,女,2002/12/24,1.58,西10舍618
1865,04098776,王治骁,女,2004/12/10,1.62,西10舍618
1866,04032111,宋浩然,男,2005/12/13,1.89,西5舍535
1867,08035323,孟晶,女,2004/10/30,1.64,西10舍618
1868,03059126,武怡,女,2001/5/10,1.72,西10舍618
1869,06064088,郭会如,女,2001/6/1,1.61,西12舍726
1870,04046601,董欣睿,女,2001/4/4,1.68,西12舍726
1871,02033884,谢维,男,2001/3/3,1.66,西5舍535
1872,05090193,李展,男,2001/1/8,1.93,西9舍210
1873,01091232,高琳,女,2003/4/19,1.82,西12舍726
1874,04040904,范丰宇,女,2005/11/10,1.66,西12舍726
1875,01086698,宋世超,男,2004/5/11,1.62,西9舍210
1876,04099237,许迪,男,2005/9/1,1.65,西9舍210
1877,09059804,高艺菲,男,2004/5/15,1.76,西9舍210
1878,02099164,江怡帆,女,2005/4/16,1.71,东21舍606
1879,07031942,陈兆祺,男,2004/8/22,1.82,东23舍401
1880,09021775,梁亚琦,女,2005/8/10,1.74,东21舍606
1881,04030780,刘思睿,男,2001/6/30,1.75,东23舍401
1882,01086471,徐凯,女,2005/3/29,1.67,东21舍606
1883,04070979,吕周行,女,2005/7/27,1.71,东21舍606
1884,08056116,李梦瑶,男,2001/4/5,1.76,东23舍401
1885,02011451,徐静怡,男,2001/5/17,1.66,东23舍401
1886,08072587,张新瑶,男,2005/2/21,1.7,东25舍539
1887,03034201,张梦蝶,女,2002/7/9,1.62,西26舍736
1888,07064282,闫凯欣,女,2002/8/1,1.73,西26舍736
1889,02064756,曹家祥,女,2003/12/2,1.65,西26舍736
1890,08055216,刘洪兆,女,2004/10/22,1.65,西26舍736
1891,04028273,滕非凡,女,2003/2/26,1.61,东1舍719
1892,08065085,曹晓慧,男,2005/12/11,1.9,东25舍539
1893,09069671,温雅鑫,女,2001/7/3,1.59,东1舍719
1894,07083545,郑文科,女,2005/6/16,1.64,东1舍719
1895,03052452,申安慧,女,2001/5/4,1.65,东1舍719
1896,03092508,张奥月,男,2005/8/15,1.89,东25舍539
1897,02021209,何洪权,女,2004/12/27,1.45,西16舍501
1898,08025483,赵润泽,女,2001/10/15,1.69,西16舍501
1899,09041765,宫嘉艺,女,2005/4/4,1.62,西16舍501
1900,01014011,叶力源,男,2002/5/9,1.69,东25舍539
1901,05084609,曹乾鹏,女,2003/3/11,1.59,西16舍501
1902,05044843,秦志伟,女,2001/4/29,1.57,东1舍324
